fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.676242319447523,0.3381187884027624,0.3525745391668514,2.311878840276239,0.06268315188193367,20.623757680552476,37.0,0.9951586133448608,3.3180194028469607,0.7925745391668514,11.911878840276238,7
8.004452392590027,0.3868150797530009,0.4331849202469991,4.298836539746073,0.07614520638024007,24.536301595060017,42.927396809879966,0.9953185479361976,3.314191744790397,0.8070958723951985,11.858082552096029,7
9.9,0.3540642103566132,0.515865910878958,6.09930121235571,0.09169971657960911,7.060056684078159,18.293295543947895,0.997271395622622,3.2417318217579156,0.7139943315921842,11.982681782420842,7
6.766537555259651,0.49338497789613955,0.21494189986684303,2.8996126657789536,0.06275096833555262,11.334624447403488,29.0,0.9940491053387484,3.361711855659122,0.5658752945406134,11.53346244474035,7
10.309883519805458,0.3092226536303502,0.38031650841634407,1.6777346369649848,0.0765546927392997,9.0,28.0,0.9969283288270662,3.2368906145214007,0.8253359217821009,11.168906145214006,7
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7
11.962769010094927,0.4982073967823484,0.5879316116719404,1.4027578511040792,0.0725173760567861,22.972421488959206,42.0,0.9979622174398741,2.924412561766527,0.6817926032176517,10.50413677665612,7
14.513382170471083,0.5899209399162197,0.76,3.8509191429901275,0.08973749827667134,6.301838285980255,41.49080857009873,1.0023548527992554,3.031496337214669,0.6558529371215797,11.743308914764459,7
8.485561453462353,0.33,0.4014438546537648,2.7639036336558793,0.06675267456440885,9.46390363365588,19.536096366344122,0.9944548395261354,3.3428877093075293,0.7514438546537648,12.375267456440884,7
6.54048037791496,0.47047718023444524,0.2969031249968791,1.7523779069709378,0.06914283430228203,14.309527616286328,23.071417151141016,0.9943790488372116,3.4314283430228203,0.7461889534854689,10.828566860456407,7
11.302072031531118,0.5076554023648339,0.6208969541384592,4.1248226997472806,0.11168975098534743,6.0,14.0,0.9976547601153715,3.079792796846888,0.6934487549267372,11.555861494087916,7
6.546795710190732,0.4719698951359914,0.2944344041981681,1.7477849380431034,0.06910838703532327,14.31526882744612,23.054193517661638,0.9943808860247828,3.4310838703532327,0.7438924690215517,10.821677407064655,7
8.281308469672444,0.30228040422967173,0.2993457651637772,2.5,0.07592710490820805,16.650467757379566,47.32523387868978,0.9962099441193125,3.390242983639306,0.7930093551475913,11.186168142458577,7
10.066390776740763,0.4891092718449384,0.6006059708829681,2.891092718449384,0.07146556310696305,10.0,26.178145631012313,0.9967643708737975,3.175142378636047,0.7702019902943227,12.384205339841994,7
6.706477654246099,0.5262820761554021,0.1719432962738296,2.3290148971692677,0.06364507448584635,13.354925514153662,28.82253724292317,0.9940995478126661,3.386282076155402,0.6395209032784515,11.629014897169267,7
8.459839930633539,0.33305202254409977,0.39941796444968886,2.274899956645962,0.07565260112720498,12.0,18.949799913291923,0.9944072681161888,3.1490360156074537,0.7024699869937886,11.734739887279503,7
10.840557327351428,0.3072571950838836,0.4569693917285396,1.87428049161164,0.0804856098322328,9.0,28.0,0.9974550717175192,3.2290287803355344,0.8135431705033016,11.090287803355343,7
7.0293906371550525,0.6191705294631156,0.20789040682137908,2.177316960812842,0.060840245587807366,31.38658480406421,51.68049117561474,0.9964759036075465,3.385048656894126,0.6152073676342211,10.889145049347684,7
8.176418732661556,0.47543924092734524,0.17056749306462277,2.5437159471778044,0.0688175696370938,9.418243036290619,18.41824303629062,0.9959133247630639,3.334905417822563,0.636918885806499,10.545607590726547,7
8.634543033291973,0.295472448828577,0.3695087398273361,1.7470900616521907,0.06409448976571538,6.0,15.0,0.9953785793242907,3.2858729815043426,0.7346182786683211,11.8,7
8.246425555800164,0.35553827756986117,0.3391042780101552,2.413393611049959,0.078,17.0,42.33031944750204,0.9946891211655292,3.3140180833149877,0.7659819166850123,12.392851111600326,7
7.872349872169903,0.3177390664946905,0.44406968030955707,2.686434398968143,0.1026434398968143,7.909562659787621,17.045218670106188,0.997269355089481,3.3241215728861953,0.7958265345371663,11.04521867010619,7
10.352539445904947,0.43419926561060457,0.7202442194360167,6.427393568587778,0.07373633025502747,38.39550461745878,76.02636697449725,0.9989219537554881,3.1779100923491757,0.850527339489945,11.973633025502748,7
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7
8.750604659267315,0.3754672006123601,0.38748259915800487,1.6515573353745336,0.06893514016074452,20.136680015309004,36.810553330781836,0.9950197838005358,3.2349395340732685,0.8558995995407299,11.137889333843633,7
9.406361935342527,0.27165410318905725,0.53,2.4547126439457383,0.07429264902575627,6.0,18.012723870685054,0.9962305372896441,3.200890670947954,1.1260556000876327,11.996182838794484,7
14.669082839572239,0.22353752019931752,0.4851250673310585,2.2601667564414116,0.07800833782207056,9.849583108896471,24.601667564414115,0.9999522290207827,3.0895541958434585,0.829470817622753,9.440667025765645,7
13.741805217591619,0.29929124262253026,0.5292912426225302,2.5652823561830784,0.0887995556780274,10.0,23.594130715352136,1.0000297065357677,3.102469542771829,0.8440586928464786,9.687043141577437,7
7.604712685304817,0.4076307372401059,0.33523563426524083,2.1380890856631023,0.0566675280071657,32.523563426524085,53.61910914336898,0.9964115688468813,3.2885732743010694,0.7871207083871677,10.914138055914451,7
5.1,0.5800358756394095,0.0,1.7030085602185396,0.044,14.120342408741587,86.06017120437079,0.9926078084056615,3.5636102722622476,0.9336820235410666,12.921059921529778,7
7.826304861491433,0.5389509200152842,0.07473124151435945,1.8789405384321456,0.08594754600076421,12.0,18.157881076864292,0.9954684393570019,3.2915814061644273,0.5836821615296437,10.705245399923578,7
8.6311532436623,0.3145504165759976,0.3545504165759976,2.0,0.06513169906702204,12.323342590577724,24.838328704711138,0.9950177292601459,3.290717546104884,0.8448501388586659,11.619164352355568,7
7.687477263917988,0.3878176156184527,0.3281215895876982,2.0593920520615088,0.06340607947938491,5.53130684020503,11.06261368041006,0.9945937931985558,3.360322162834855,0.6356352312369054,11.359392052061509,7
7.463711203740265,0.31436985474285684,0.3490373651636366,1.8829639004675331,0.05621469293922066,4.0,8.82963900467533,0.9932397086724779,3.3226662447896103,0.6163711203740264,12.675554149298701,7
11.517230099297011,0.5705997822715286,0.5135955756841576,3.044570806490082,0.11104876154029622,6.7265929280692935,21.82022121579212,0.998817230099297,3.1645318585613857,0.8564044243158424,11.871911513683152,7
8.78456324497639,0.48056375496650927,0.3186039138948059,2.8056375496650925,0.06633825297990556,10.0,27.887249006698145,0.9964225501986603,3.3204161655693425,0.676201304631602,11.273288145646205,7
11.829971960366409,0.39376668515060637,0.5684083009864389,1.6758609108684308,0.09351194613880559,22.135277623744948,41.270555247489895,0.9975190970296811,3.022705552474899,0.7491777901004043,10.10291643561742,7
9.199358385391877,0.38748395963479687,0.4486457376261799,2.340324243152442,0.07698075156175627,12.0,28.187098990869924,0.9952603918404616,3.264387030273902,0.75,12.431610908217069,7
7.400536420756352,0.6349138903522699,0.10009881434985435,2.3997459059575172,0.07999350648558101,16.00084698014161,33.001129306855475,0.997359328062421,3.579887069314452,0.6900564653427739,10.800084698014162,7
7.205044744389142,0.3601681581463047,0.4598318418536953,2.113788967996989,0.07401345265170438,24.003363162926096,43.99327367414781,0.995339865473483,3.3994618939318246,0.8497309469659124,11.005381060681751,7
8.122172682241052,0.4611532200951067,0.22106404812899844,2.444456829439737,0.078,17.0,40.77715852801314,0.9952668970275791,3.323337048831921,0.7566629511680788,12.144345364482101,7
9.515506292409745,0.30003163602653365,0.53,3.3933541147238047,0.07931328945084823,6.0,18.23101258481949,0.9967544302035668,3.2161708809373644,1.0583860987059581,11.930696224554152,7
8.311625167811885,0.3821515394258658,0.40956332005649837,2.504366799435016,0.06283429718964728,11.944765729882429,18.944765729882427,0.9955386639890823,3.183256224828217,0.7978484605741343,11.17790629195297,7
6.320282087458071,0.41555994358484005,0.390908321576127,1.9548942172032233,0.07009788434406447,14.150352609322589,24.0,0.9944093032440174,3.4484964739067743,0.8414330042287081,11.102270803940318,7
10.47526518982568,0.26226132915688777,0.5095756962789116,2.273143671220238,0.07045226583137756,5.7526518982568025,23.505303796513605,0.9982946962034864,3.1772082911917514,0.8604243037210884,11.04946962034864,7
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.581684804510354,7
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7
6.7827081509343,0.27540510272587226,0.2905682637304939,2.3701331677181696,0.014710989391735374,36.4135407546715,99.44861232710467,0.9908513652746098,3.2632164280918894,0.40700111991427274,11.704594897274127,7
8.987650731098238,0.3218147609664736,0.4315060292439296,2.1606174634450883,0.05563704780670522,5.6061746344508805,9.60617463445088,0.9950528162148717,3.2666792097895967,0.6839382536554912,11.554442828994208,7
5.677385538711774,0.3948492913946191,0.08917069414635047,2.168592841651039,0.05485928416510388,16.228642805503462,42.22864280550346,0.99220306413596,3.618542877798615,0.7468592841651038,13.657035791744805,7
9.622258494307115,0.42418911634899564,0.53,3.4090612319305422,0.08753972806064006,3.0,10.0,0.9958140380958168,3.147623130037113,0.6687918357425944,11.706040821287027,7
7.767310231679472,0.3841753888549475,0.33818717595421044,2.2,0.060472512961831544,6.0,11.236256480915792,0.9951065674214122,3.3903566712595263,0.7047251296183158,11.385438472137368,7
9.077653553770444,0.2735816271803284,0.4655307107540887,2.1492860973770114,0.06934388466557306,6.0,16.92551184590148,0.9958561637906884,3.235816271803284,0.9903165399671922,11.928367456393433,7
9.31355759219963,0.4190846073759703,0.5147624869859517,2.5454230368798516,0.056930479067393694,11.772884815600742,25.11355759219963,0.9953816921475194,3.3195596334040665,0.7888644240780037,13.209153926240297,7
7.205887834711359,0.3953909691458721,0.2677461030304159,2.43431463911856,0.09448021856747355,25.6715731955928,35.3284268044072,0.9940953356911837,3.3021067011018004,0.629411216528864,12.10588783471136,7
7.31953844864431,0.5761692354970863,0.18829845870174822,2.2520307700903794,0.05372338470994172,33.43907689728862,50.39846149548103,0.9951040615401807,3.400076925225948,0.7758615345932931,12.347969229909621,7
12.568304482479308,0.28455363216528723,0.5855363216528722,2.3683044824793082,0.08495986090743662,11.316955175206918,28.772318391735638,0.9996316955175207,3.1304913447437923,1.2256678511240273,10.027681608264361,7
5.195967299777601,0.5298188026278792,0.05278201487768073,1.9399182494440033,0.04591934599555202,14.959672997776014,87.43950949666402,0.9922465340709118,3.55040327002224,0.9112098100667195,13.235885549221605,7
8.55218150031854,0.366954624920365,0.32530715511785985,3.07827225047781,0.06669546249203649,10.29563699936292,18.85218150031854,0.9948278184996815,3.302956369993629,0.7048708550541518,11.77827225047781,7
8.207097522651933,0.3651906838774485,0.378633478714214,4.542055303465597,0.07979237264490202,25.448093161225515,38.8633478714214,0.9945203178994676,3.23103813677549,0.6893432309794074,12.555190683877449,7
8.075624811385847,0.3136562782921232,0.41268744341575364,1.9878124056929227,0.07729373679700918,5.439062028464614,10.878124056929227,0.9941417031768689,3.265609379715354,0.5751249622771691,11.726874434157537,7
8.438326801329172,0.31823738317591305,0.3265641845050855,1.7123346397341654,0.06149338558936662,5.629960807975035,15.123346397341654,0.995358412541448,3.3148015676809983,0.762202351521498,11.639649683455849,7
8.949055452152233,0.3250796885258431,0.4670100312015951,1.9824380063486777,0.07538459190925705,6.596517133787603,15.0,0.9956774733960977,3.2271989407711485,0.7435123987302644,11.85965171337876,7
12.75979543146481,0.2973196954309872,0.7131969543098718,2.5597954314648077,0.09325780203014165,9.402045685351922,28.13401522845064,0.9994402045685351,3.1879386294394423,0.8490689847858781,10.66598477154936,7
13.167599688958642,0.29345392115760066,0.7402138900534647,2.897861099465352,0.08382730394211997,23.05756535262668,42.97121732368666,0.998505017168166,3.045756535262668,0.6825904408682005,11.434539211576007,7
8.904109804538894,0.3,0.3767294116489572,2.440752939787486,0.07036643135248591,11.755137255673619,24.75513725567362,0.9951159247060213,3.2624486274432636,0.7910274511347237,11.797945097730551,7
8.874835788654355,0.3497349942157724,0.33053001156845513,5.189845224323268,0.08465783314052569,9.379690448646535,17.379690448646535,0.995599380897293,3.2583442807563765,0.5807504717834457,12.006402416759503,7
9.040815953619845,0.3147960115950388,0.35775521391404663,2.4734723710412423,0.07761233066743572,12.0,24.704079768099223,0.9952576536765273,3.2511223930429765,0.7985711675338912,11.788776069570233,7
7.69166774535802,0.2657407167698218,0.35064820807544556,2.2361107515473266,0.04808332254641978,4.0,8.425928323017821,0.9948359244397289,3.3723146590038415,0.6549074913056238,11.319446242263366,7
9.913654393849571,0.3350008623145447,0.4959105803614862,1.6318315084975086,0.06322768820609871,9.13637147558677,23.86362852441323,0.9973659330005397,3.2104539967089263,0.824091144267603,10.313637147558678,7
13.281091934631753,0.29305437979025517,0.747672853493139,2.779637468064965,0.0838400086776533,23.0,42.985455334332116,0.9985912732005993,3.0382546401198542,0.68,11.386909800898907,7
6.09199769994243,0.3814353685312743,0.13672914793457283,2.205176267641979,0.05851762676419791,16.3505875588066,42.350587558806595,0.9925567039205391,3.5697649764773614,0.7505176267641979,13.474118661790104,7
8.08487653028195,0.38949588434273164,0.4305041156572683,4.518662516103996,0.07635967074741853,24.589917686854633,42.82016462629073,0.9953164032925258,3.3056131701032587,0.8028065850516294,11.943868298967413,7
8.402161303729384,0.281767321352992,0.35961220225498663,2.0646535729401605,0.05470692854119679,3.607755954900268,8.392244045099732,0.99498232678647,3.2980165482740698,0.6125429168430188,11.196122022549867,7
8.9,0.48,0.53,4.0,0.1009999999999999,3.0,10.0,0.99586,3.21,0.59,12.1,7
8.423326955594998,0.34491873943162543,0.3807050647424368,2.252079347246874,0.07624593697158127,12.0,18.90415869449375,0.9944684273493783,3.1572514349911254,0.6956238041740622,11.675406302841873,7
8.35720874723728,0.302587226648835,0.47134299203209706,2.59552335989301,0.09355233598930099,7.303489065953399,17.3482554670233,0.9969299538769338,3.284726789286971,0.9018894134581551,11.3482554670233,7
7.9,0.3,0.68,8.3,0.05,37.5,283.3461156192421,0.99316,3.01,0.51,12.3,7
7.986054942045772,0.4983653012741143,0.12894245770659424,2.3918265063705717,0.09121634698725885,20.64904096177657,50.29808192355314,0.9969747572068219,3.435192674393897,0.8124036628030514,10.967789878340056,7
9.081037165303618,0.38620743306072375,0.460345721767873,2.9361970605533974,0.07680985302766986,12.0,24.60345721767873,0.9953149974068731,3.2963802939446603,0.7543111495910857,12.784494382982349,7
13.631409259498678,0.2659878030205086,0.626626010068362,2.4488346800911494,0.08744173400455747,9.377913299772127,26.488346800911494,0.9996456436448519,3.1508712710296236,0.7964539309840488,10.195338720364598,7
5.571617986383789,0.4552254675744141,0.12808722640208314,2.522163151396807,0.05344945483498698,21.546271388185215,129.67344209555984,0.9927633126939766,3.467052765635775,0.604860007962142,12.213763629125324,7
7.245431438708122,0.3705047937634236,0.3179808249463057,2.005047937634236,0.06220191750536943,14.899041247315285,28.100958752684715,0.9948060066903189,3.23,0.73,11.219232997852227,7
10.5,0.24,0.4626463259535481,2.0558779557212885,0.06761780829021942,6.0,23.705853038141925,0.9977705853038142,3.1588244088557422,0.9220610221393557,10.970585303814193,7
8.810118562257758,0.48073412374838503,0.32422608369670686,2.8073412374838504,0.06644047424903103,10.0,27.853175250322987,0.9964293649499354,3.317519896277454,0.6780753612322357,11.295436087290057,7
8.223983767162476,0.6874439491453431,0.2957427982629506,2.3492116293079537,0.0757319539647043,31.015767413840923,49.968465172318155,0.9961350209568511,3.3576016232837524,0.6584232586159077,11.955518594844323,7
8.454946632979375,0.27576867845721875,0.4277473316489687,2.1708778058505205,0.0712912219414948,9.258244388298959,20.25824438829896,0.9945853879292567,3.387747331648969,0.7674175561170105,12.493404489360833,7
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7
7.5159739397716185,0.4270048862928215,0.3035941364486141,2.1980032575285477,0.06261899016615022,6.0,12.0,0.9949326283404983,3.4364058635513857,0.7180032575285477,11.517970682243071,7
8.195570856395722,0.2901476381201426,0.6208858287208557,5.097982389046348,0.07068995994770053,36.26845476501783,197.37303451732626,0.9950023916715334,3.1528592472579318,0.6282283425582887,11.413287430812835,7
7.120377123709577,0.3521479320412935,0.3672226274225746,1.9575924575258083,0.06975373476906406,28.753734769064053,60.17781019380597,0.9928916519435248,3.4061841856909827,0.6933517032783894,13.067034065567785,8
10.72153428709748,0.4549102121381942,0.5402039960507589,1.9853182042397122,0.06475448939309028,7.610113468202159,44.83278243732123,0.9970093808583878,3.0624795263962445,0.82,10.631891958571115,8
7.289382810595726,0.376169308117326,0.3291534594133698,2.2043035670759448,0.058809174047294153,15.0,30.021517835379726,0.99504943950191,3.2453227675306957,0.7727689729422466,11.491534594133698,8
8.249976971097453,0.3974985195705506,0.37499901304703376,1.7749983550783897,0.06624988485548727,5.249950652351686,12.250016449216105,0.9953700138173416,3.3199980260940674,0.7925067441786029,11.274972036332622,8
10.196966376546571,0.43422591604994887,0.60614015864217,3.8066943703746166,0.08251673592593654,6.0,17.83891197531218,0.9974066943703745,3.179361919135926,0.8235251228390993,12.413075179015353,8
10.75517808955986,0.5881079857303333,0.6221619785954999,4.77477314307111,0.08201349821629164,7.195950535112502,20.328833927902778,0.9982578357574157,3.221328833927903,0.6993018374953194,13.120944875140417,8
9.503653437789472,0.5148480061145057,0.5122720091717585,3.797973414860076,0.07285600076431316,9.943199770706038,23.381333078562264,0.9970124161039466,3.2243813330785622,0.7206693315499358,12.479920053501925,8
10.488770676712845,0.6009122512167728,0.5912630362691877,4.555788478566082,0.0836140314020966,6.47719371958068,18.52280628041932,0.9972610502543523,3.2152280628041936,0.6971579057937102,13.328420942062898,8
7.560077610049877,0.35679844779900244,0.35122483521596065,2.376279396179558,0.07528062088039901,16.359689559800493,28.162017861296803,0.9951856827345102,3.275217074210973,0.7512248352159606,11.848217308139656,8
10.856054743731574,0.4202246346792089,0.5664127735373676,3.2762372228368264,0.07416145983284202,5.260091239552626,16.780273718657877,0.9976161459832842,3.168206386768684,0.6604036495821051,11.6242189749263,8
9.499704079951643,0.28144125371635814,0.5209411078076817,2.305001459086765,0.08180881923798011,35.56762388509256,65.18526236105276,0.995174678865207,3.068147376389472,0.6847943150529152,12.03823615240398,8
9.675325765028585,0.3348908445529482,0.5582095104058367,3.071179559353187,0.07573362668294223,11.600440024413347,33.978168910589645,0.9978288204406468,3.1724674234971415,0.8448908445529482,11.666813341471116,8
10.41522219970807,0.4709847915297803,0.618776022088362,4.082385936473353,0.08320596484118338,6.0,18.068654947061127,0.9976823859364733,3.1874029231471397,0.7971046810879704,12.608356705001958,8
9.905502094907074,0.3748280595341539,0.5151031642795076,2.202751047453538,0.07049656119068308,5.993122381366155,16.0,0.9959188721280376,3.1797936714409847,0.669862447627323,11.744841786024617,8
9.731205005230256,0.3344152765512318,0.5613007024169929,3.0545346792931154,0.07566229148268477,11.493437224027168,33.88305531024637,0.9978454653207068,3.1668794994769742,0.8444152765512318,11.63114574134239,8
9.225033866469552,0.3991655377843482,0.43166892443130356,2.0381081396074485,0.06859527034901863,5.702364825490689,13.190540698037243,0.995767175755999,3.2904729650981377,0.6780945930196275,11.491655377843482,8
8.239948616350336,0.5479987909729491,0.37299501276341496,2.769959195337031,0.07699984887161863,7.800030225676274,17.199969774323726,0.992994902522194,3.2019996977432372,0.7170004533851441,13.129995466148559,8
11.19837793618,0.6028847050408419,0.6641166173577895,5.0716352878063145,0.08567908821951578,6.0,18.893029406505264,0.9986716352878063,3.2162560292276843,0.7023016182518949,13.309074995529473,8
9.166333604986882,0.39792707484415996,0.501243755093504,1.8331668024934413,0.07095854149688319,6.917082993766397,16.0,0.9947269629380413,3.207512489812992,0.6883416598753279,12.437812245324798,8
7.230571371180882,0.3769428628819118,0.3084714314409559,1.9694286288191178,0.0587514234062793,15.30571371180882,28.23571572047795,0.9946389858663707,3.2315285685590442,0.7508285886457354,11.315285685590442,8
8.893734533295618,0.4725680138120831,0.40743198618791693,2.535490519046272,0.07387056885722368,6.935284428611839,16.64509480953728,0.9940712901737442,3.182254740476864,0.6951566366676095,12.354699100028286,8
10.725919468924126,0.3616637610158568,0.5360478760822962,2.7123176986712134,0.0706911858379767,5.043199114873544,16.12959734462063,0.9972691185837976,3.153023938041148,0.6517279645949418,11.103677875696505,8
10.182831847078885,0.36616150477878484,0.5203030971327292,2.3414159235394427,0.0703232300955757,5.646460191151394,16.0,0.9963660663534146,3.1693938057345417,0.6629292038230279,11.484845143363545,8
9.2510586589994,0.44832101956789794,0.43167898043210207,2.548252094964264,0.07310487430214414,6.5524371510720725,16.51747905035736,0.9946902266057668,3.175873952517868,0.686223533525015,12.08670600575045,8
6.084656447097971,0.4002789736891278,0.2745117960440263,2.0,0.05802789736891273,17.02789736891278,39.646461186792095,0.9931889374864709,3.4784174276918156,0.7498605131554361,12.668830724016127,8
8.183166998063884,0.5466627528956208,0.3674838556944357,2.724867910227201,0.0768328441119526,7.833431177609481,17.16656882239052,0.9928871844522094,3.201665688223905,0.7175014676641421,13.124985323358578,8
7.876861565744102,0.3554147926370759,0.33851574184856204,1.8366816589033925,0.07381659170548303,15.991254380156708,24.458520736292407,0.9946035857041358,3.206986506986947,0.7110044976710177,11.25327336438643,8
9.817086481307832,0.5246819000133958,0.45363542035374965,1.8819527407208954,0.06126590499933021,8.385354444593286,52.45598537183398,0.996195377833177,3.150340170387239,0.82,11.032433129706531,8
8.8768515261729,0.408925938953084,0.4509073357580381,1.8,0.0696611091570374,6.553703052345801,14.214812209383203,0.9948610003517333,3.272481572671588,0.69,12.14296244187664,8
8.706363947512115,0.4157454420995154,0.4134000684526652,1.8,0.06863818368507268,6.212727895024229,12.850911580096916,0.9950451269366869,3.320218094696608,0.69,11.870182316019383,8
7.964566548541972,0.5324672360034367,0.3486088731389296,2.462336180017183,0.07573097271440844,7.94619454288169,16.946194542881692,0.9924721383876585,3.2005380545711835,0.7183858362864507,13.067716725729014,8
8.9906480252356,0.404374078990576,0.4759425655518323,1.8,0.0703438881514136,6.7812960504712025,15.12518420188481,0.9947381001327456,3.2406185529340314,0.69,12.325036840376962,8
9.50075575112323,0.3269441151902943,0.4844023450114505,1.843267698991276,0.07868834512333697,38.596061939476556,75.58850442824428,0.9942705896897431,3.04580946917012,0.6515582743833152,11.924811062219193,8
7.579584325213039,0.35309291056872927,0.3165770146350498,1.8069070894312709,0.07462163804881436,18.726772357817687,27.453544715635374,0.9942121026861801,3.2220415674786964,0.6951650373981104,11.427628357725084,8
10.645921237922261,0.3518026254025913,0.5263947491948174,2.5793985668275283,0.06994849641706882,5.02575179146559,15.896992834137642,0.9971474663454102,3.1551503582931177,0.6510300716586236,11.018026254025912,8
7.402034378984836,0.35995931242030327,0.3006510012751473,1.8073237643454076,0.07401627503187869,16.991862484060658,24.052893853605724,0.9942026538372857,3.240447563376664,0.7006510012751472,11.405696261157539,8
9.75416691941966,0.2929639812596365,0.5126231342080985,1.872064422661325,0.0808768961222607,40.3238653596795,74.7821961654829,0.9943921118636307,3.012405269712863,0.6406155193886965,11.861458270145086,8
10.594814222716403,0.34211106670373026,0.5089628445432808,3.5992648841941666,0.07078889332962698,5.0,15.211106670373027,0.9973051857772836,3.171037155456719,0.6947039553455285,11.420743109134385,8
10.262760036686522,0.4453069535472035,0.6099492652818512,3.8898021516040266,0.08272450537901006,6.0,17.908168459670023,0.997489802151604,3.1817858960884506,0.8155606271379474,12.471943190719518,8
11.01149001294495,0.3305917961284914,0.5993909083902648,2.141166296775739,0.06729330374205908,8.647516645091748,29.0,0.9975292093058372,2.982958980642457,0.8023498890327216,10.241252774181959,8
7.987774556872423,0.5340438693550856,0.3459561306449144,2.5031348056025866,0.07581191166384481,7.905955831922405,16.968651943974134,0.9925020380717254,3.198432597198707,0.7178056360781895,13.034169082345683,8
10.398303967439876,0.3031196998982496,0.6099151983719938,2.6128180061050235,0.0775042400814003,6.0,20.743639877899533,0.9971175309765974,3.0657681027472603,0.8888030010175039,11.107257019332573,8
5.472804764711616,0.40858747119661615,0.2758679476677778,2.260857801220202,0.06293465026372727,18.347855496949496,47.88053036508586,0.9926130023042707,3.6596766334678286,0.7595643350915151,13.804356649084848,8
10.847353598056861,0.6093494964248674,0.6260666727525777,4.840545504339271,0.08466868705310841,6.266262589378317,18.733737410621682,0.9979413031492549,3.2173373741062172,0.6939939388406747,13.360060611593253,8
6.941569222022376,0.45591404103092703,0.26800499857863613,1.9030884582583911,0.05422328840140375,14.515442291291954,38.52963493792488,0.9943452753719325,3.283301347957885,0.7696911541741609,11.558430777977625,8
9.916517672457754,0.3114781704990612,0.49687006225516356,4.866070689831012,0.07598264032532859,5.426091475046941,14.704365900187764,0.9970886902299436,3.1959126819962447,0.8626091475046941,12.216517672457753,8
9.532589523100835,0.28003187758139275,0.5221938865943176,2.278379909870752,0.08188711791214486,35.99043672558218,65.76467254987188,0.9951309882050232,3.062353274501281,0.681192576041337,12.022576417571031,8
9.764262529184984,0.33413393592182994,0.5631294165081054,3.0446877572640476,0.07562009038827448,11.430135582411733,33.82678718436598,0.9978553122427359,3.1635737470815015,0.84413393592183,11.610045194137244,8
10.93244948984104,0.6113517527021421,0.6343259798963363,4.908121653697297,0.08491896908776776,6.216206182446447,18.783793817553555,0.9981027350616102,3.2178379381755358,0.6932430927366966,13.367569072633033,8
7.229320964338405,0.3770679035661595,0.30853395178307974,1.9706790356615949,0.05863888679045637,15.293209643384051,28.26697589153987,0.9946422994445032,3.2314660482169204,0.7512037106984785,11.314660482169204,8
6.231982804861743,0.38920042987845643,0.27079957012154354,1.8973347662615214,0.0671865663616935,17.973347662615215,36.65351961399779,0.9929781821600441,3.473603439027652,0.7194669532523043,12.665351961399779,8
9.903512276878303,0.3433228072424528,0.43600631565452835,5.327150866847172,0.07183385963787736,5.233228072424528,12.766771927575473,0.9970309235032841,3.2579873686909435,0.7896803505848113,12.390094734817925,8
8.402433499327861,0.48138275841174955,0.40699113324371483,2.2069137920587476,0.0739065270861339,7.581305417226782,16.581305417226783,0.9933004367028951,3.204186945827732,0.7074391625168034,12.84878325033607,8
8.887409103823092,0.41041969653923027,0.4091606069215395,1.909489182408797,0.06827372295602199,5.863138521989004,12.547445912043985,0.9954391974151424,3.3226277043978008,0.6845255408795601,11.604196965392301,8
8.896611946685308,0.3952143987455367,0.4760719937276834,1.8,0.07135892009408475,8.196400313615833,16.957120250892665,0.9945685547865145,3.2135892009408473,0.6911964003136157,12.368395965502259,8
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8
8.646153146825727,0.4181538741269709,0.4001536923016599,1.8,0.06827691888095437,6.092306293651454,12.369225174605814,0.9951101546014283,3.3370771188887964,0.69,11.773845034921163,8
6.183522657418275,0.3914322117174899,0.32978447745931744,2.6529780178859452,0.06734600270121688,17.367554955285136,44.6945536046767,0.9939854230626008,3.5689988333638754,0.7889733513414459,13.510266486585541,8
9.546025759491474,0.33599127013198743,0.5510567441420815,3.1096944546195613,0.07589869051979811,11.848035779697177,34.19825402639749,0.9977903055453804,3.1853974240508527,0.8459912701319874,11.74934525989906,8
10.58327247823328,0.341245435867496,0.506654495646656,3.708911456783841,0.07087545641325041,5.0,15.1245435867496,0.9973167275217667,3.173345504353344,0.699609196750856,11.46691008706688,8
8.651332433700476,0.31780003855569383,0.4292165927682535,1.9481666987964115,0.06999499132496884,28.994991324968886,52.32498554161481,0.9946111500674725,3.1004167469910286,0.692616708435335,11.559166506017943,8
6.803835988645462,0.3764591313085578,0.37684273017310405,2.9952198558043928,0.07119622337779942,16.511950360489017,41.91383867158931,0.9951832694953153,3.4898554083452344,0.8146414891853294,13.253585108146705,8
